Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment _method 
8/2/2025,0:53,BKG100066,Success,CUST8181,Mini,JP Nagar,Horamavu,7,10,,,,,,813.2,25.82,3.7,4.6,Credit Card
8/29/2025,18:51,BKG100067,Success,CUST7023,Bike,Horamavu,Basaveshwaranagar,6,10,,,,,,847.5,45.02,3.5,3,Debit Card
8/15/2025,14:59,BKG100068,Success,CUST3829,Prime SUV,Electronic City,Malleswaram,7,10,,,,,,1119.98,29.47,3.4,4.5,Wallet
8/23/2025,10:52,BKG100069,Success,CUST1521,Bike,Basavanagudi,BTM Layout,5,20,,,,,,1406.06,44.37,3.9,3.5,Wallet
8/10/2025,8:06,BKG100070,Success,CUST7461,Prime SUV,Hennur,Horamavu,2,7,,,,,,245.7,14.58,4.9,3.4,Debit Card
8/12/2025,10:17,BKG100071,Success,CUST2130,Bike,Hosakerehalli,HSR Layout,8,12,,,,,,820.16,24.44,4.3,4.9,Cash
8/24/2025,18:25,BKG100072,Cancelled by Customer,CUST4559,Bike,Basavanagudi,Bellandur,,,AC is not working,AC is not working,,,,,,,,Debit Card
8/8/2025,22:13,BKG100073,Success,CUST5262,Mini,Hennur,Bannerghatta Road,2,16,,,,,,413.51,39.69,4.8,4.7,Credit Card
8/25/2025,8:36,BKG100074,Success,CUST8116,Prime Plus,Chickpet,Nagawara,9,8,,,,,,524.39,13.6,4.8,3.1,UPI
8/21/2025,0:41,BKG100075,Cancelled by Customer,CUST7945,Auto,Lavelle Road,Hoodi,,,Driver asked to cancel,Driver asked to cancel,,,,,,,,UPI
8/5/2025,15:21,BKG100076,Success,CUST3913,Auto,Malleswaram,Malleswaram,4,14,,,,,,546.95,2.43,3.4,3.8,UPI
8/10/2025,10:36,BKG100077,Incomplete,CUST8186,eBike,Basavanagudi,Mahadevapura,,,,,,Customer Demand,Customer Demand,,,,,Wallet
8/17/2025,0:26,BKG100078,Success,CUST5934,eBike,Banashankari,Seshadripuram,3,15,,,,,,492.01,19.13,3.4,3.5,Debit Card
8/20/2025,16:57,BKG100079,Success,CUST6184,eBike,Bellandur,Sadashivanagar,10,8,,,,,,188.9,47.24,5,4.3,Cash
8/6/2025,22:29,BKG100080,Cancelled by Customer,CUST2515,Prime SUV,Sadashivanagar,Sarjapur Road,,,AC is not working,AC is not working,,,,,,,,Debit Card
8/8/2025,12:50,BKG100081,Success,CUST7137,eBike,Shanti Nagar,Jayanagar,3,15,,,,,,738.2,29.87,4.9,4.1,UPI
8/6/2025,17:48,BKG100082,Success,CUST9814,Auto,Kengeri,Banashankari,2,7,,,,,,488.61,45.07,4.1,4.9,Debit Card
8/12/2025,11:46,BKG100083,Success,CUST5075,eBike,Bannerghatta Road,Nagawara,2,14,,,,,,1142.43,5.21,4.5,3.8,Credit Card
8/7/2025,2:09,BKG100084,Success,CUST5727,Prime Plus,Bellandur,Bannerghatta Road,9,18,,,,,,415.15,19.64,3.3,4.4,Wallet
8/26/2025,20:33,BKG100085,Success,CUST3536,eBike,Mahadevapura,RT Nagar,4,15,,,,,,1276.91,3.94,3.9,4.6,Cash
8/3/2025,7:57,BKG100086,Success,CUST2436,Auto,Richmond Town,Shanti Nagar,2,11,,,,,,229.27,21.45,3.3,4.6,Credit Card
8/25/2025,2:15,BKG100087,Cancelled by Customer,CUST7128,Prime SUV,Horamavu,Koramangala,,,Driver asked to cancel,Driver asked to cancel,,,,,,,,Cash
8/17/2025,14:48,BKG100088,Cancelled by Driver,CUST9250,Bike,Bellandur,JP Nagar,,,,,More than permitted people in there,,,,,,,UPI
8/22/2025,19:46,BKG100089,Success,CUST6487,Auto,RT Nagar,Seshadripuram,2,15,,,,,,176.74,24.38,4,3.7,Wallet
8/28/2025,16:27,BKG100090,Cancelled by Customer,CUST9162,Prime Plus,Wilson Garden,Bannerghatta Road,,,Change of plans,Change of plans,,,,,,,,Cash
8/9/2025,0:07,BKG100091,Success,CUST2698,Prime SUV,Seshadripuram,Shivaji Nagar,5,14,,,,,,1426.36,49.32,3.6,3.3,Wallet
8/19/2025,15:23,BKG100092,Success,CUST5793,Prime SUV,RT Nagar,Nagawara,3,20,,,,,,1324.65,48.79,4.8,3.7,Credit Card
8/15/2025,19:09,BKG100093,Success,CUST5797,Mini,MG Road,Koramangala,2,18,,,,,,600.62,11.59,4.7,3.6,Credit Card
8/30/2025,23:19,BKG100094,Cancelled by Customer,CUST1203,Prime SUV,Nagarbhavi,Electronic City,,,Change of plans,Change of plans,,,,,,,,Wallet
8/15/2025,22:41,BKG100095,Success,CUST2513,Auto,Kudlu Gate,Sarjapur Road,3,16,,,,,,264.27,28.92,4.4,4.8,UPI
8/1/2025,13:50,BKG100096,Success,CUST2934,eBike,Kadubeesanahalli,Sarjapur Road,4,20,,,,,,316.01,22.67,3.8,3.2,Wallet
8/11/2025,0:50,BKG100097,Cancelled by Driver,CUST9512,Mini,HSR Layout,Sarjapur Road,,,,,The customer was coughing/sick,,,,,,,Cash
8/13/2025,19:47,BKG100098,Incomplete,CUST8836,Prime SUV,Hoodi,Chamarajpet,,,,,,Customer Demand,Customer Demand,,,,,UPI
8/10/2025,21:36,BKG100099,Cancelled by Customer,CUST5481,Bike,JP Nagar,Vijayanagar,,,Driver is not moving towards pickup location,Driver is not moving towards pickup location,,,,,,,,Credit Card
8/9/2025,14:28,BKG100100,Success,CUST8036,eBike,Hosakerehalli,Ulsoor,4,6,,,,,,774.44,49.01,3.1,4.9,Credit Card
8/31/2025,1:10,BKG100101,Success,CUST1073,eBike,Kengeri,Horamavu,4,12,,,,,,1146.58,31.92,4.8,3.5,Debit Card
8/27/2025,12:54,BKG100102,Success,CUST1820,Prime Plus,Vijayanagar,Seshadripuram,10,20,,,,,,422,37.54,4.8,3.6,Debit Card
8/22/2025,9:24,BKG100103,Success,CUST7393,Mini,Jayanagar,Banashankari,6,17,,,,,,875.94,8.07,3.7,4.6,UPI
8/8/2025,13:28,BKG100104,Success,CUST3157,Prime SUV,Hennur,Basavanagudi,9,20,,,,,,624.5,38.87,3.4,4.6,Cash
8/11/2025,13:36,BKG100105,Cancelled by Customer,CUST9108,Auto,Horamavu,Nagawara,,,Driver is not moving towards pickup location,Driver is not moving towards pickup location,,,,,,,,Cash
8/24/2025,20:56,BKG100106,Success,CUST2829,eBike,Jayanagar,Hoodi,3,17,,,,,,1113.85,29.95,3.9,4.7,UPI
8/26/2025,7:10,BKG100107,Success,CUST4116,Bike,JP Nagar,Cunningham Road,5,11,,,,,,1273.27,48.41,4.2,4.5,UPI
8/15/2025,13:39,BKG100108,Incomplete,CUST9291,Prime Plus,Marathahalli,Bommanahalli,,,,,,Other Issue,Other Issue,,,,,Debit Card
8/20/2025,23:41,BKG100109,Success,CUST8683,Bike,Richmond Town,Yeshwanthpur,10,7,,,,,,1261.5,38.73,4.4,3.6,Wallet
8/26/2025,17:56,BKG100110,Success,CUST9249,Auto,Kudlu Gate,Basaveshwaranagar,9,13,,,,,,451.5,31.79,4.3,4.9,UPI
8/7/2025,9:45,BKG100111,Success,CUST5264,Mini,MG Road,Kadubeesanahalli,6,9,,,,,,318.98,39.53,4.4,4.7,Debit Card
8/2/2025,21:30,BKG100112,Success,CUST1252,eBike,Ulsoor,Bommanahalli,10,16,,,,,,699.06,32.73,3.2,4.5,Wallet
8/24/2025,20:59,BKG100113,Success,CUST1959,Prime SUV,Shivaji Nagar,Rajajinagar,9,16,,,,,,1119.52,13.36,5,3.8,Wallet
8/20/2025,11:05,BKG100114,Success,CUST7693,Prime Plus,Hosakerehalli,Bannerghatta Road,2,16,,,,,,156.54,1.31,4.8,4,Cash
8/23/2025,9:37,BKG100115,Success,CUST3033,Bike,RT Nagar,Majestic,7,18,,,,,,311.68,42.67,3.5,4,Debit Card
8/29/2025,14:50,BKG100116,Success,CUST2265,Auto,Banashankari,Hoodi,10,6,,,,,,1487.49,22.19,3.8,4.8,Debit Card
8/27/2025,21:06,BKG100117,Cancelled by Driver,CUST1896,eBike,Marathahalli,Majestic,,,,,More than permitted people in there,,,,,,,Credit Card
8/30/2025,7:48,BKG100118,Cancelled by Customer,CUST9160,Prime SUV,Seshadripuram,Koramangala,,,AC is not working,AC is not working,,,,,,,,Wallet
8/4/2025,14:43,BKG100119,Success,CUST7463,Prime SUV,Nagawara,Ulsoor,10,5,,,,,,135.1,21.65,4.3,4.5,Credit Card
8/12/2025,6:49,BKG100120,Success,CUST6867,Prime Sedan,Seshadripuram,Yeshwanthpur,9,16,,,,,,1020.55,25.61,4.7,3.9,Wallet
8/18/2025,2:11,BKG100121,Success,CUST2118,Bike,Majestic,KR Puram,8,20,,,,,,1188.69,12.72,4,3.1,Wallet
8/27/2025,4:34,BKG100122,Success,CUST3009,Prime SUV,Banashankari,Wilson Garden,9,19,,,,,,606.47,7.8,4.7,3.5,UPI
8/9/2025,2:18,BKG100123,Success,CUST9525,Prime Plus,Vijayanagar,Hosakerehalli,4,8,,,,,,433.02,10,3.7,3.6,Wallet
8/28/2025,4:23,BKG100124,Success,CUST4767,Prime Sedan,Kadubeesanahalli,Peenya,6,18,,,,,,1374.2,2.48,3.5,4.6,Cash
8/19/2025,11:09,BKG100125,Success,CUST7972,Mini,Shivaji Nagar,Bannerghatta Road,6,17,,,,,,473.5,13.26,4,3.4,UPI
8/10/2025,1:50,BKG100126,Success,CUST2285,Auto,Seshadripuram,Jayanagar,9,16,,,,,,477.4,15.02,3.8,3,Wallet
8/20/2025,13:43,BKG100127,Cancelled by Driver,CUST3402,Bike,Frazer Town,Bellandur,,,,,Personal & Car related issues,,,,,,,Debit Card
8/28/2025,6:22,BKG100128,Success,CUST6682,Prime SUV,Mahadevapura,Sarjapur Road,3,6,,,,,,664.61,48.07,4,4.6,UPI
8/24/2025,14:43,BKG100129,Success,CUST1738,Prime SUV,Nagawara,Basavanagudi,3,9,,,,,,784.79,8.76,3.9,3.9,Wallet
8/29/2025,22:20,BKG100130,Cancelled by Driver,CUST3153,Bike,Frazer Town,Domlur,,,,,More than permitted people in there,,,,,,,Debit Card
8/4/2025,17:33,BKG100131,Success,CUST8421,eBike,Mahadevapura,Richmond Town,10,17,,,,,,466.44,2.73,4,3.8,Cash
8/24/2025,6:28,BKG100132,Success,CUST5827,Prime SUV,Seshadripuram,Chamarajpet,8,17,,,,,,421.08,46.81,3.8,4.1,Wallet
8/31/2025,2:06,BKG100133,Cancelled by Customer,CUST2866,eBike,Koramangala,Horamavu,,,Change of plans,Change of plans,,,,,,,,UPI
8/7/2025,0:58,BKG100134,Success,CUST9506,Prime Sedan,JP Nagar,BTM Layout,2,14,,,,,,67.08,39.25,4.6,4.4,Credit Card
8/11/2025,15:23,BKG100135,Success,CUST3815,Bike,Rajajinagar,Lavelle Road,3,20,,,,,,649.12,8.93,4.1,4.5,UPI
8/6/2025,5:42,BKG100136,Success,CUST7510,Prime Sedan,Sadashivanagar,Ulsoor,5,19,,,,,,1086.89,37.31,4.5,3.5,Cash
8/4/2025,5:10,BKG100137,Success,CUST9098,Auto,Nagarbhavi,Lavelle Road,2,5,,,,,,68.81,45.09,3.6,4.9,UPI
8/30/2025,19:11,BKG100138,Success,CUST9639,Mini,Horamavu,Bannerghatta Road,5,11,,,,,,252.11,27.24,4.6,3.2,Credit Card
8/4/2025,10:29,BKG100139,Cancelled by Driver,CUST7270,eBike,Kudlu Gate,JP Nagar,,,,,Customer related issue,,,,,,,Credit Card
8/11/2025,6:06,BKG100140,Success,CUST4298,Prime Sedan,Hosakerehalli,BTM Layout,3,16,,,,,,867.58,35.56,3.4,4.3,Debit Card
8/4/2025,13:55,BKG100141,Success,CUST8466,Prime Plus,Koramangala,Domlur,7,20,,,,,,246.12,25.25,3.9,4.6,Cash
8/5/2025,2:26,BKG100142,Success,CUST1665,eBike,Hosakerehalli,Kengeri,2,8,,,,,,178.49,40.06,5,3.9,UPI
8/25/2025,6:57,BKG100143,Success,CUST4899,Bike,Frazer Town,Chickpet,2,19,,,,,,277.2,4.36,4.9,4.4,Wallet
8/5/2025,3:33,BKG100144,Success,CUST4822,Bike,MG Road,Kudlu Gate,9,5,,,,,,1249.95,38.66,3.7,3.8,UPI
8/2/2025,5:48,BKG100145,Success,CUST2615,eBike,Marathahalli,Whitefield,10,15,,,,,,433.63,28.5,4.4,3.2,Cash
8/23/2025,6:14,BKG100146,Success,CUST4430,Auto,Marathahalli,BTM Layout,5,9,,,,,,1314.38,46.54,4.7,4.5,Credit Card
8/16/2025,8:06,BKG100147,Success,CUST2585,Auto,MG Road,KR Puram,4,7,,,,,,249.04,31.89,4.6,4.9,Debit Card
8/25/2025,2:26,BKG100148,Incomplete,CUST5813,Prime Plus,Vijayanagar,Indiranagar,,,,,,Customer Demand,Customer Demand,,,,,Wallet
8/16/2025,13:44,BKG100149,Success,CUST7906,Prime Sedan,Basaveshwaranagar,Shanti Nagar,4,6,,,,,,787.4,20.94,3.9,3.7,Cash
8/5/2025,9:53,BKG100150,Success,CUST1069,Bike,Kudlu Gate,Chickpet,10,5,,,,,,869.83,29.4,4.7,3.3,Wallet
8/9/2025,18:52,BKG100151,Success,CUST8428,Mini,Chickpet,Malleswaram,10,6,,,,,,940.15,21.27,3.9,4.4,Debit Card
8/17/2025,17:03,BKG100152,Success,CUST1639,Prime SUV,Rajajinagar,Malleswaram,3,8,,,,,,439.73,35.39,4.6,4.9,Credit Card
8/14/2025,22:54,BKG100153,Success,CUST7382,eBike,Wilson Garden,Banashankari,8,14,,,,,,749.35,5.52,3.2,3.8,UPI
8/7/2025,7:37,BKG100154,Success,CUST3374,eBike,Frazer Town,Chamarajpet,4,8,,,,,,1058.22,3.78,3.1,3.5,Debit Card
8/4/2025,17:27,BKG100155,Cancelled by Customer,CUST1285,Bike,Seshadripuram,Shanti Nagar,,,Wrong Address,Wrong Address,,,,,,,,UPI
8/16/2025,2:38,BKG100156,Success,CUST1275,Prime SUV,Hoodi,Jayanagar,9,12,,,,,,1238.68,6.14,4.8,4.8,Wallet
8/27/2025,15:59,BKG100157,Cancelled by Driver,CUST9272,Bike,Hosakerehalli,Mahadevapura,,,,,Customer related issue,,,,,,,Credit Card
8/16/2025,5:26,BKG100158,Cancelled by Customer,CUST8154,Prime Sedan,Bommanahalli,Nagarbhavi,,,Driver asked to cancel,Driver asked to cancel,,,,,,,,Debit Card
8/5/2025,0:51,BKG100159,Success,CUST9303,Prime SUV,Malleswaram,Yeshwanthpur,10,15,,,,,,1386.99,45.97,4.3,4.4,Debit Card
8/3/2025,11:30,BKG100160,Success,CUST3510,Auto,Lavelle Road,Brookefield,10,10,,,,,,400.63,21.93,4.8,3.5,Debit Card
8/27/2025,7:41,BKG100161,Cancelled by Customer,CUST2029,Auto,Horamavu,Yeshwanthpur,,,Driver is not moving towards pickup location,Driver is not moving towards pickup location,,,,,,,,Debit Card
8/19/2025,2:52,BKG100162,Cancelled by Customer,CUST7251,Prime Plus,Basaveshwaranagar,Indiranagar,,,Driver asked to cancel,Driver asked to cancel,,,,,,,,Debit Card
8/26/2025,13:08,BKG100163,Incomplete,CUST4453,Prime SUV,Bommanahalli,Nagawara,,,,,,Customer Demand,Customer Demand,,,,,Wallet
8/20/2025,21:52,BKG100164,Success,CUST9005,Mini,Nagawara,Lavelle Road,10,19,,,,,,1028.28,9.3,4.4,3.6,Debit Card
8/6/2025,6:20,BKG100165,Cancelled by Customer,CUST2971,Prime SUV,Bellandur,Bellandur,,,Driver asked to cancel,Driver asked to cancel,,,,,,,,Cash
8/1/2025,20:27,BKG100166,Cancelled by Driver,CUST9000,Auto,Nagawara,MG Road,,,,,More than permitted people in there,,,,,,,Cash
8/22/2025,8:55,BKG100167,Cancelled by Customer,CUST3606,Prime SUV,Bellandur,Kudlu Gate,,,Change of plans,Change of plans,,,,,,,,Credit Card
8/1/2025,19:57,BKG100168,Cancelled by Customer,CUST3173,eBike,RT Nagar,Shivaji Nagar,,,Wrong Address,Wrong Address,,,,,,,,Debit Card
8/18/2025,4:58,BKG100169,Success,CUST2161,Bike,Indiranagar,Indiranagar,5,13,,,,,,655.8,13.69,3.9,3.5,UPI
8/4/2025,9:00,BKG100170,Success,CUST2723,eBike,Basavanagudi,Sarjapur Road,8,18,,,,,,587.45,24.02,4.7,4,Debit Card
8/17/2025,2:59,BKG100171,Success,CUST5231,Prime SUV,Whitefield,Marathahalli,2,9,,,,,,110.02,9.99,4.7,3.8,UPI
8/7/2025,6:05,BKG100172,Cancelled by Customer,CUST7510,Bike,Peenya,Shivaji Nagar,,,Driver is not moving towards pickup location,Driver is not moving towards pickup location,,,,,,,,Debit Card
8/5/2025,18:18,BKG100173,Success,CUST7403,Mini,Horamavu,Kudlu Gate,8,15,,,,,,153.36,10.56,3.2,4.8,Cash
8/17/2025,2:31,BKG100174,Success,CUST6119,eBike,Bellandur,Hebbal,10,18,,,,,,1414.19,20.35,4.1,4.8,UPI
8/24/2025,11:24,BKG100175,Success,CUST2538,Bike,Majestic,Indiranagar,10,8,,,,,,1347.59,4.43,3.2,3.6,UPI
